word	sentence	translation	difficulty_rank
v	Vous avez un C.V. impressionnant.	You have a very impressive resume.	4151
i	Selon P.I.V., ce mot est à éviter.	According to the PIV, that word is to be avoided.	4151
p	Selon P.I.V., ce mot est à éviter.	According to the PIV, that word is to be avoided.	4151
prime	Ces garçons sont dans leur prime jeunesse.	Those boys are in the first flush of youth.	4152
prime	Elle le connaît depuis leur prime enfance.	She has known him since they were very young.	4152
prime	Je ne suis pas né ici mais j'y ai passé toute ma prime enfance.	I wasn't born here, but I spent all of my early childhood here.	4152
bloqué	Le bateau était bloqué dans la glace.	The ship was locked in ice.	4153
bloqué	Une chute de pierres a bloqué la route.	Fallen rocks blocked the road.	4153
bloqué	Tom m'a bloqué à cause de ça.	Tom blocked me for that.	4153
faisiez	Et si vous me faisiez une tasse de thé ?	How about making me a cup of tea?	4154
faisiez	Que faisiez-vous au juste à ce moment-là ?	What were you doing then?	4154
faisiez	Que faisiez-vous ?	What were you doing?	4154
bénisse	Que Dieu te bénisse !	God bless you!	4155
bénisse	Dieu vous bénisse !	God bless you!	4155
bénisse	Dieu te bénisse !	God bless you!	4155
hélas	Hélas, je meurs au-dessus de mes moyens.	Alas, I am dying beyond my means.	4156
hélas	Hélas !	Alas!	4156
hélas	Hélas, j'étais en retard.	Alas, I was late.	4156
sec	C'est sec comme la poussière.	It's dry as dust.	4157
sec	Il est à sec.	He is out of pocket.	4157
sec	Le bois sec brûle vite.	Dry wood burns quickly.	4157
éclater	Une guerre peut éclater à tout moment.	A war may break out at any moment.	4158
éclater	Mon cœur bat tellement fort qu'il semble vouloir éclater.	My heart is pounding so hard it feels like it's going to explode.	4158
éclater	Je n'ai pas pu m'empêcher d'éclater de rire.	I couldn't help laughing out.	4158
bienvenu	Peu importe où vous allez, vous serez le bienvenu.	No matter where you go, you will be welcomed.	4159
bienvenu	Il était le bienvenu partout.	He was welcomed everywhere.	4159
bienvenu	Vous serez toujours le bienvenu ici.	Whenever you come, you will be our guest.	4159
aile	L'aile de l'oiseau était cassée.	The bird's wing was broken.	4160
aile	Il m'a pris sous son aile.	He took me under his wing.	4160
aile	Cet oiseau a une aile cassée.	This bird has a broken wing.	4160
mortes	Toutes les fleurs du jardin sont mortes à cause du manque d'eau.	All the flowers in the garden died for lack of water.	4161
mortes	Vingt personnes sont mortes dans un incendie.	Twenty people died in a fire.	4161
mortes	Ces fleurs sont mortes.	Those flowers have died.	4161
combats	Il y avait des combats dans les rues.	There was fighting in the streets.	4162
combats	Je ne vous combats pas.	I'm not fighting you.	4162
protocole	Je ne connaissais pas le protocole.	I didn't know the protocol.	4163
prendrais	Je prendrais le jaune.	I'll take the yellow one.	4164
prendrais	Je prendrais bien un verre de bière.	I'd like a glass of beer.	4164
prendrais	Je prendrais bien un verre d'eau.	I'd like a glass of water.	4164
chatte	Je m'occupe d'une chatte.	I keep a female cat.	4165
chatte	C'est ma chatte.	That's my cat.	4165
chatte	Il jouait avec sa chatte.	He played with his cat.	4165
mouvements	Les mouvements de ce robot sont étranges.	The movements of this robot are awkward.	4166
mouvements	La police regarde toujours les mouvements du groupe.	The police is always watching the movements of the group.	4166
mouvements	Je ne suis pas libre de mes mouvements cet après-midi.	I'm not free to go this afternoon.	4166
poignée	Je n'oublierai jamais la poignée de main avec le Président l'année dernière.	I'll never forget shaking the President's hand last year.	4167
poignée	Il a une poignée de main ferme.	He has a good firm handshake.	4167
poignée	Seuls une poignée de personnes sont au courant du fait.	Only a handful of people know the fact.	4167
reviennent	Je veux nettoyer la maison avant que mes parents reviennent.	I want to clean the house before my parents return.	4168
reviennent	Ceci ne peut-il attendre que les choses reviennent à la normale ?	Can't this wait until things are back to normal?	4168
reviennent	Mes parents reviennent demain.	My parents are coming back tomorrow.	4168
vodka	Où est la vodka ?	Where is the vodka?	4169
vodka	Je n'ai pas envie de boire de vodka.	I don't feel like drinking vodka.	4169
vodka	Tom a bu beaucoup de vodka lors de son voyage en Russie.	Tom drank a lot of vodka on his trip to Russia.	4169
roue	Être à bord d'une grande roue est mon activité préférée.	Riding in a Ferris wheel is my favorite thing to do.	4170
roue	Tourner dans une grande roue est mon truc préféré.	What I like best is going on Ferris wheels.	4170
roue	La grande roue est ma préférée.	The Ferris wheel is my favorite.	4170
oblige	Ne m'oblige pas à utiliser ce pistolet.	Don't make me use this gun.	4171
oblige	Ne m'oblige pas à te faire mal !	Don't make me hurt you.	4171
oblige	Ne m'oblige pas à te tuer !	Don't make me kill you.	4171
quartiers	Je veux rentrer dans mes quartiers.	I want to go back to my quarters.	4172
quartiers	Pourquoi ne retournez-vous pas dans vos quartiers ?	Why don't you return to your quarters?	4172
quartiers	Je désire rester dans mes quartiers.	I want to stay in my quarters.	4172
boucle	J'ai été en dehors de la boucle pendant un moment. Peux-tu me remettre à niveau ?	I've been out of the loop for a while. Can you bring me up to speed?	4173
boucle	Laisse-moi dans la boucle.	Keep me in the loop.	4173
boucle	J'ai trouvé la boucle d'oreille que tu avais perdue.	I found the earring that you lost.	4173
mordu	T'as eu de la chance parce qu'il ne t'a pas mordu.	You're lucky because he didn't bite you.	4174
mordu	C'est ce chien là-bas qui m'a mordu la main.	It was that dog that bit my hand.	4174
mordu	Le chien qui a mordu l'enfant fut attrapé peu de temps après.	The dog that bit the child was caught soon after.	4174
légitime	Elle l'a soi-disant tué en état de légitime défense.	She allegedly killed him in self-defense.	4175
légitime	Ça semble parfaitement légitime.	This sounds totally legit.	4175
légitime	Tom a dit qu'il a tiré sur Marie en légitime défense.	Tom said he shot Mary in self-defense.	4175
délire	Le patient délire.	The patient is delirious.	4176
délire	La foule est en délire.	The crowd is going nuts.	4176
délire	Tom est en plein délire.	Tom is delirious.	4176
médicament	Je pense que ce médicament vous fera beaucoup de bien.	I think this medicine will do you a lot of good.	4177
médicament	Je pense que ce médicament vous fera du bien.	I think this medicine will do you good.	4177
médicament	Dois-je prendre ce médicament ?	Must I take this medicine?	4177
effets	Ce médicament ne semble pas avoir d'effets sur le patient.	The medicine seemed to have no effect on the patient.	4177
resto	Que dis-tu d'aller au resto avec moi ?	How about eating out with me?	4178
trente	Ça ne commence pas avant huit heures trente.	It doesn't start before eight thirty.	4179
trente	J'ai vécu ici pendant trente ans.	I have lived here for thirty years.	4179
trente	Lorsque mon père prendra sa retraite, il aura travaillé environ trente ans.	By the time my father retires, he will have worked for almost thirty years.	4179
association	L'association a trente membres.	The association has thirty members.	4179
appart	On se retrouve à mon appart à deux heures trente.	We're meeting at my gaff at 2.30.	4179
douloureux	Je ne peux pas tourner le cou parce que c'est très douloureux.	I can't turn my neck, because it hurts a lot.	4180
douloureux	Mon cœur est douloureux.	My heart's aching.	4180
douloureux	Il est très douloureux pour l'Amérique de perdre nos jeunes hommes et femmes.	It is agonizing for America to lose our young men and women.	4180
he	He bien parlez-vous aussi en anglais ?	So do you also speak English?	4181
vues	Comment allez-vous ? Cela fait une éternité que je ne vous ai pas vues  !	How are you doing? I haven't seen you in ages!	4182
vues	Je ne les ai vues nulle part.	I haven't seen them anywhere.	4182
vues	Nous les avons vues partir.	We saw them leave.	4182
tonnes	Ce pont ne supporte que dix tonnes.	This bridge bears only ten tons.	4183
tonnes	La production d'acier a atteint environ 100 millions de tonnes l'année dernière.	Steel production reached an estimated 100 million tons last year.	4183
tonnes	Vous avez des tonnes d'amis.	You have tons of friends.	4183
demoiselle	Elle était demoiselle d'honneur au mariage.	She was a bridesmaid at the wedding.	4185
demoiselle	Je veux que vous soyez demoiselle d'honneur.	I want you to be a bridesmaid.	4185
demoiselle	Je veux que tu sois demoiselle d'honneur.	I want you to be a bridesmaid.	4185
attire	Entre toi et moi, l'idée de Tom ne m'attire pas beaucoup.	Between you and me, Tom's idea doesn't appeal to me very much.	4186
attire	Le trop de confiance attire le danger.	Too much confidence attracts danger.	4186
attire	Le fromage attire souvent une souris dans un piège.	Cheese often lures a mouse into a trap.	4186
bagnole	C'est ma bagnole.	That's my car.	4187
bagnole	J'ai décidé d'acheter une bagnole.	I decided to buy a car.	4187
bagnole	Qu'est-il arrivé à ma bagnole ?	What happened to my car?	4187
serveuse	"""Sue est très en colère contre toi"", dit ma nouvelle serveuse."	"""Sue's very angry with you,"" my new waitress said."	4188
serveuse	Elle gagne sa vie comme serveuse.	She waits tables for a living.	4188
serveuse	C'est votre uniforme de serveuse.	This is your waitress uniform.	4188
contacté	J'ai contacté mes parents.	I contacted my parents.	4189
contacté	Tout le monde a été contacté.	Everyone's been contacted.	4189
contacté	Depuis, il ne m'a pas contacté.	Since then, he hasn't contacted me.	4189
relève	Je vous relève de votre service.	I'm relieving you of duty.	4190
relève	Je relève votre défi.	I accept your challenge.	4190
relève	Je relève ton défi.	I accept your challenge.	4190
reprends	Je le reprends.	I take it back.	4191
reprends	S'il te plaît, reprends du gâteau.	Please help yourself to some more cake.	4191
reprends	Reprends-toi !	Put yourself together.	4191
allume	Allume la télévision s'il te plaît.	Please turn on the TV.	4192
allume	Allume la télé.	Turn on the TV.	4192
allume	Allume-le, s'il te plait.	Please turn it on.	4192
conflit	J'ai essayé d'éviter un conflit.	I tried to avoid conflict.	4193
conflit	Il est impossible de résoudre le conflit.	It is impossible to resolve the conflict.	4193
conflit	Nos intérêts semblent être en conflit.	Our interests seem to conflict with each other.	4193
accomplir	On ne peut pas accomplir l'impossible sans tenter l'absurde.	You cannot achieve the impossible without attempting the absurd.	4194
accomplir	Toute activité que vous voulez accomplir prendra plus de temps que vous n'en avez.	Any activity you need to accomplish will take more time than you have.	4194
accomplir	Si l'on s'en donne la peine, on peut accomplir n'importe quoi.	By hard work we can achieve anything.	4194
bouteilles	Ma mère a acheté deux bouteilles de jus d’orange.	My mother bought two bottles of orange juice.	4195
