rank	word	pos	en
5915	numita	adj	definite nominative/accusative feminine singular of numit
5916	parteneriat	noun	partnership
5917	frecvent	adj	frequent
5918	cantină	noun	canteen
5919	decurge	verb	[+din] to stem (from), to result (out of)
5920	înfrânge	verb	to defeat, overcome, vanquish
5921	sirenă	noun	siren, alarm; siren, mermaid
5922	angajată	noun	female equivalent of angajat
5923	boule	noun	vocative singular of bou
5924	specializat	adj	specialized
5925	furnici	noun	plural of furnică
5926	instanță	noun	instance
5927	scoici	noun	plural of scoică
5928	ți-e	contraction	contraction of îți + e
5929	coloană	noun	column (cylindrical part of a structure used for support), pillar
5930	grenadă	noun	grenade
5931	disciplina	verb	to discipline
5932	fortul	noun	definite nominative/accusative singular of fort
5933	încălcare	noun	infringement
5934	dubiu	noun	doubt, uncertainty
5935	felicitare	noun	greeting card
5936	numește	verb	third-person singular present indicative
5937	tulburare	noun	flurry, hubbub, excitement
5938	blana	noun	definite nominative/accusative singular of blană
5939	balenă	noun	whale (large sea mammal)
5940	singurătate	noun	solitude (state of being alone), isolation
5941	traversa	verb	to cross (go across)
5942	porumbel	noun	dove
5943	observator	noun	observatory
5944	portal	noun	portal, doorway, gateway
5945	speciali	adj	masculine plural of special
5946	doliu	noun	mourning
5947	crab	noun	crab
5948	sirop	noun	syrup
5949	plasmă	noun	plasma (high energy state of matter)
5950	empire	adj	Empire
5951	căminul	name	a river in Romania, tributary to the Sălaj
5952	atârna	verb	to hang (be suspended)
5953	fierbe	verb	to boil (heat (a liquid) until it begins to turn into a gas)
5954	topor	noun	axe
5955	muritor	adj	mortal
5956	rucsac	noun	backpack
5957	borcan	noun	jar; jarful
5958	de-ar	contraction	contraction of de + ar
5959	oregon	name	Oregon (a state in the Pacific Northwest region of the United States)
5960	decorat	adj	decorated
5961	complica	verb	to complicate; to complicate oneself (make things harder for oneself)
5962	cursei	noun	definite genitive/dative singular of cursă
5963	tăietură	noun	cut, incision; notch
5964	sărbătoresc	adj	festive
5965	răcoare	noun	cold, coolness; shiver
5966	verdict	noun	verdict
5967	obstacole	noun	plural of obstacol
5968	mecanism	noun	mechanism
5969	csi	name	initialism of Comunitatea Statelor Independente (“CIS”)
5970	cules	verb	past participle of culege
5971	văr	noun	male cousin
5972	privilegiu	noun	privilege
5973	oile	noun	definite nominative/accusative plural of oaie
5974	sofisticat	adj	sophisticated (having obtained worldly experience, and lacking naiveté; cosmopolitan)
5975	celebritate	noun	celebrity
5976	vulpe	noun	fox
5977	dakota	noun	Dakota (people)
5978	sapi	verb	second-person singular present indicative/subjunctive of săpa
5979	întruna	adv	constantly, invariably
5980	josnic	adj	low, lowly, abject, ignoble, base
5981	ținut	verb	past participle of ține (“held, kept”)
5982	picături	noun	plural of picătură
5983	primite	adj	feminine/neuter plural of primit
5984	pungi	noun	plural of pungă
5985	chimică	adj	indefinite feminine nominative/accusative singular of chimic
5986	răceală	noun	coldness; cold (illness)
5987	sst	intj	hush; silence
5988	semnătură	noun	signature
5989	prim-ministru	noun	prime minister
5990	număra	verb	to count (say numbers in order)
5991	telefonat	noun	phoning
5992	lagăr	noun	a military camp
5993	dragoni	noun	plural of dragon
5994	ceasuri	noun	plural of ceas
5995	stăpână	noun	female equivalent of stăpân: mistress, (female) owner, proprietor
5996	admirat	noun	admired
5997	precaut	adj	precautious, cautious, prudent, careful, heedful, wary
5998	reverend	noun	reverend
5999	meteo	adj	weather forecast
6000	deliberat	adj	deliberate
6001	actual	adj	present-day
6002	decidem	verb	first-person plural present indicative/subjunctive of decide
6003	horn	noun	chimney
6004	cărămidă	noun	brick
6005	telefonului	noun	definite dative/genitive singular of telefon
6006	înlocuitor	noun	substitute
6007	neg	noun	wart, verruca
6008	alternative	adj	indefinite feminine genitive/dative singular
6009	îmbrăcăminte	noun	clothing
6010	mărire	noun	enlargement, expansion, amplification, aggrandizement
6011	sufoca	verb	to suffocate, choke (kill someone)
6012	păreai	verb	second-person singular indicative imperfect of părea (“to seem”)
6013	mă-ta	intj	your mom, your mother, your mum, yo mamma
6014	natal	adj	natal
6015	creăm	verb	first-person plural present indicative/subjunctive of crea
6016	botezat	verb	past participle of boteza
6017	tavă	noun	tray
6018	armonie	noun	harmony (agreement or accord)
6019	descriu	verb	first-person singular present indicative/subjunctive
6020	tărâm	noun	realm, domain (especially a far-off, foreign, or otherworldy one)
6021	născută	noun	female equivalent of născut
6022	transpirat	adj	sweaty
6023	har	noun	grace
6024	burlac	noun	bachelor
6025	invitată	noun	female equivalent of invitat
6026	tribord	noun	starboard
6027	rezident	adj	having permanent residency
6028	grajd	noun	stable, cowshed
6029	spectaculos	adj	spectacular
6030	investigat	adj	investigated, researched
6031	fixa	verb	to fix (to attach firmly)
6032	urgență	noun	emergency
6033	andrei	name	a male given name from Ancient Greek, equivalent to English Andrew
6034	instabil	adj	unstable
6035	n-or	contraction	contraction of nu + or
6036	cerneală	noun	ink
6037	nucă	noun	walnut; nut
6038	babe	noun	plural of babă
6039	bikini	noun	bikini
6040	extras	noun	fragment of a work
6041	veri	noun	plural of văr: cousins
6042	incapabil	adj	unable
6043	pastilă	noun	pill; lozenge
6044	incomod	adj	uncomfortable
6045	ss	intj	expressing a sudden desire for silence
6046	centimetru	noun	centimetre
6047	organizez	verb	first-person singular present indicative/subjunctive of organiza
6048	putină	noun	barrel, cask; vat
6049	pulbere	noun	dust; powder
6050	taran	noun	common roach (Rutilus rutilus)
6051	formular	noun	form
6052	kentucky	name	Kentucky (a state of the United States)
6053	naviga	verb	to navigate; to surf the internet
6054	exclude	verb	to exclude
6055	suspecta	verb	to suspect
6056	opta	adj	eighth
6057	onora	verb	to honor
6058	greva	noun	definite nominative/accusative singular of grevă
6059	oua	verb	to lay eggs
6060	negociere	noun	negotiation
6061	carnaval	noun	carnival
6062	brusca	verb	to shove; to rush (an operation)
6063	aspirină	noun	aspirin
6064	registru	noun	register
6065	panda	noun	panda
6066	foamea	noun	definite nominative/accusative singular of foame
6067	obligatoriu	adj	obligatory, compulsory, mandatory, required
6068	deghizat	adj	in disguise
6069	unsprezece	num	eleven
6070	cazat	adj	housed
6071	rădăcini	noun	plural of rădăcină
6072	jeleu	noun	jelly (dessert)
6073	foaie	noun	sheet (of paper)
6074	protest	noun	protest
6075	situația	noun	definite nominative/accusative singular of situație
6076	futu-i	intj	fuck!
6077	dădacă	noun	nanny
6078	priză	noun	socket
6079	pupa	verb	to kiss; to match, to coincide, make for a good fit
6080	terenuri	noun	indefinite plural of teren (“terrain”)
6081	pământurile	noun	definite nominative/accusative plural of pământ
6082	muscă	noun	fly (insect)
6083	psihologie	noun	psychology
6084	aburi	verb	to cover with condensation
6085	magnetic	adj	magnetic
6086	armament	noun	weaponry
6087	supun	verb	first-person singular present indicative/subjunctive
6088	pasaj	noun	passage
6089	tabere	noun	genitive/dative singular
6090	coordonate	noun	plural of coordonată
6091	mânie	noun	rage, great anger, wrath, ire, fury, craze, mania
6092	paranoia	noun	paranoia
6093	avocatură	noun	profession of lawyers
6094	bonă	noun	nanny (nursemaid)
6095	dietă	noun	diet
6096	biologie	noun	biology
6097	secretară	noun	female equivalent of secretar
6098	activă	adj	indefinite feminine nominative/accusative singular of activ
6099	ăstuia	det	genitive/dative masculine/neuter singular of ăsta
6100	invită	noun	opening in a game
6101	subestimat	adj	underestimated, underrated
6102	temple	noun	plural of templu
6103	relație	noun	relation; relationship
6104	copiat	noun	copying
6105	familiilor	noun	definite genitive/dative plural
6106	feroce	adj	ferocious, fierce
6107	intrus	noun	intruder
6108	scorpie	noun	scorpion; a type of mythological beast or monster
6109	flatat	adj	flattered
6110	blândă	noun	hives, urticaria, nettle-rash
6111	vaccin	noun	vaccine
6112	naivă	noun	female equivalent of naiv
6113	posedat	adj	possessed
6114	numelui	noun	definite genitive singular of nume: of the name
6115	poem	noun	poem
6116	chinei	name	genitive/dative singular of China
6117	uitai	verb	second-person singular indicative imperfect
6118	firesc	adj	natural; normal
6119	înfometat	adj	starving, famished
6120	iosif	name	a male given name, equivalent to English Joseph
6121	examinare	noun	examination
6122	vagin	noun	vagina
6123	rap	noun	rap
6124	cailor	noun	definite genitive/dative plural of cal
6125	botez	noun	baptism
6126	rupere	noun	the act of breaking
6127	sape	verb	third-person singular/plural present subjunctive of săpa
6128	milionar	noun	millionaire
6129	înțelegere	noun	understanding; agreement
6130	nenorocire	noun	disaster, calamity
6131	donat	verb	past participle of dona
6132	etică	noun	ethics; morality
6133	frontiera	noun	definite nominative/accusative singular of frontieră
6134	întrerupere	noun	pause
6135	omis	adj	omitted
6136	contrazice	verb	to contradict, to be contrary to
6137	săbii	noun	plural of sabie
6138	nemilos	adj	compassionless, ruthless, merciless
6139	simultan	adj	simultaneous
6140	marcă	noun	mark; brand
6141	palid	adj	pale, pallid
6142	asistat	adj	assisted
6143	valentin	name	a male given name from Latin, equivalent to English Valentine
6144	runde	noun	indefinite nominative/accusative plural
6145	uzi	adj	nominative/accusative masculine plural of ud
6146	treptat	adj	slowly, gradual
6147	operator	adj	operating
6148	comitet	noun	committee
6149	pornească	verb	third-person singular/plural present subjunctive of porni
6150	ciudatul	noun	definite nominative/accusative singular of ciudat
6151	non-stop	adj	nonstop
6152	interpreta	verb	to interpret
6153	biet	adj	poor, unhappy, sad
6154	permisie	noun	furlough, leave
6155	alexandru	name	a male given name from Ancient Greek, equivalent to English Alexander
6156	săracă	noun	female equivalent of sărac
6157	aruncarea	noun	definite nominative/accusative singular of aruncare
6158	soție	noun	wife
6159	biserici	noun	indefinite nominative/accusative/genitive/dative plural
6160	ardem	verb	first-person plural present indicative/subjunctive of arde
6161	îmbătrânit	verb	past participle of îmbătrâni
6162	castron	noun	bowl
6163	împrejur	adv	around
6164	iubitei	noun	definite dative/genitive singular of iubită
6165	disciplină	noun	discipline
6166	cana	noun	definite nominative/accusative singular of cană
6167	interceptat	adj	intercepted
6168	albinele	noun	definite nominative/accusative plural of albină
6169	taurul	noun	definite nominative/accusative singular of taur
6170	presupunere	noun	assumption
6171	stânca	noun	definite nominative/accusative singular of stâncă
6172	zână	noun	A fairy.; A faggot, an especially effeminate homosexual.
6173	temperatură	noun	temperature (a measure of cold or hot)
6174	parteneră	noun	female equivalent of partener
6175	cupru	noun	copper (chemical element)
6176	band	name	a commune of Mureș County, Romania
6177	masacru	noun	massacre
6178	fantezia	noun	definite nominative/accusative singular of fantezie
6179	fântâna	noun	definite nominative/accusative singular of fântână
6180	insulta	verb	to insult, offend
6181	infiltrat	noun	infiltrate
6182	omega	noun	omega
6183	orchestra	verb	to orchestrate
6184	lectură	noun	reading
6185	viselor	noun	definite genitive/dative plural
6186	gem	noun	jam (sweet mixture of fruit boiled with sugar)
6187	impostor	noun	impostor
6188	admis	adj	acknowledged; admitted
6189	connecticut	name	Connecticut (a state in the northeastern United States)
6190	copt	adj	baked; ripe
6191	alerta	verb	to alert
6192	invite	verb	third-person singular/plural present subjunctive of invita
6193	umor	noun	humor
6194	sărbătoarea	name	a village in Bucovăț, Dolj County, Romania
6195	noutate	noun	item of news, tidings
6196	perioade	noun	genitive/dative indefinite singular
6197	femelă	noun	female
6198	corespunde	verb	to correspond
6199	jeep	noun	jeep
6200	limuzină	noun	limousine
6201	memorial	adj	memorial
6202	documentar	adj	documentary
6203	vital	adj	vital
6204	mafiot	noun	Mafioso
6205	dinozaur	noun	dinosaur (extinct reptile)
6206	grenade	noun	indefinite plural
6207	conserve	noun	indefinite nominative/accusative plural
6208	anulam	verb	first-person singular/plural imperfect indicative of anula
6209	primejdie	noun	danger
6210	umfla	verb	to inflate, swell, puff up, blow out
6211	calc	noun	tracing (the reproduction of an image made by copying it through translucent paper)
6212	îndeaproape	adv	closely
6213	portret	noun	portrait
6214	entuziasm	noun	enthusiasm
6215	culmea	name	a village in Ovidiu, Constanța County, Romania
6216	terenului	noun	genitive/dative definite singular of teren (“terrain”)
6217	scurtătură	noun	short cut
6218	poezii	noun	plural of poezie
6219	mascat	adj	masked
6220	exploziv	noun	explosive
6221	electronic	adj	electronic
6222	scădere	noun	decrease
6223	rusesc	adj	Russian
6224	bufet	noun	sideboard, dresser (a piece of furniture)
6225	gustos	adj	tasty
6226	etern	adj	eternal, perpetual
6227	ciment	noun	cement
6228	scund	adj	short
6229	tremur	noun	a shake, tremble, shiver
6230	rama	verb	to row
6231	stadion	noun	stadium (venue where sporting events are held)
6232	prevăzut	adj	designated; intended (for some specific purpose)
6233	complexe	adj	nominative/accusative feminine/neuter plural of complex
6234	fină	noun	goddaughter
6235	prospera	verb	to prosper
6236	civilizat	adj	civilized
6237	vestă	noun	vest
6238	turcia	name	Turkey
6239	spitalele	noun	definite nominative/accusative plural of spital
6240	trasa	verb	to trace
6241	alaltăieri	adv	the day before yesterday
6242	hamburger	noun	hamburger
6243	cuprinde	verb	to comprehend; to contain, comprise, cover, include, encompass, involve
6244	tind	verb	first-person singular present indicative/subjunctive
6245	tonă	noun	ton
6246	confiscat	noun	confiscated
6247	ser	noun	serum
6248	incitant	adj	inciting
6249	aroma	verb	to doze
6250	pregăteam	verb	first-person singular/plural imperfect indicative of pregăti
6251	traumă	noun	trauma
6252	dubios	adj	dubious, doubtful
6253	mortul	noun	definite nominative/accusative singular of mort
6254	capsula	verb	to encapsulate
6255	creativ	adj	creative
6256	struguri	noun	plural of strugur
6257	oala	noun	definite nominative/accusative singular of oală
